nazev	obalky,N,9,0	platne_hla,N,19,11	platne_hlasy	KSCM,N,9,0	CSSD,N,9,0	Koal_TOP09,N,9,0	KDU_CSL,N,9,0	Pirati,N,9,0	ANO_2011,N,9,0	ODS,N,9,0	SZ,N,9,0	Svobodni,N,9,0	Usvit,N,9,0	Ostatni	M,N,9,0	VIZE,N,9,0	CSR,N,9,0	Koal__SP_a,N,9,0	RDS,N,9,0	KSC,N,9,0	PB,N,9,0	ABS,N,9,0	Koal_DSSS_,N,9,0	KAN,N,9,0	HSS,N,9,0	Republika,N,9,0	CS,N,9,0	KC,N,9,0	ANEO,N,9,0	CSNS,N,9,0	O_K_strana,N,9,0	VV,N,9,0	OBC_2011,N,9,0	ND,N,9,0	SRP,N,9,0	Rozumni,N,9,0	HNPD,N,9,0	LES,N,9,0	RSCMS,N,9,0	evropani,N,9,0	SNK_ED,N,9,0	LEV_21,N,9,0	ucast_prc,N,19,11	mimo_byty_,N,19,11	verici_prc,N,19,11	vek_prumer,N,19,11	vek_prum_1,N,19,11	vdani_prc,N,19,11	vzdelani_z,N,19,11	vzdelani_s,N,19,11	vzdelani_m,N,19,11	vzdelani_v,N,19,11	prace_stud,N,19,11	nezamestna,N,19,11	studenti_p,N,19,11	mira_nez_1,N,19,11	zamestna_1,N,19,11	podnikatel,N,19,11	osvc_prc,N,19,11
Bohuslavice	201	99,50000000000	200	4	31	19	64	12	32	14	1	8	7	8	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	15,00000000000	0,43200000000	55,95300000000	39,33600000000	38,33500000000	49,78400000000	0,30800000000	33,86800000000	20,97500000000	6,66300000000	0,55500000000	0,86400000000	16,59500000000	3,57800000000	84,27299703260	3,41246290801	12,31454005930
Bolatice	459	99,13000000000	454	31	87	54	77	38	61	41	4	11	13	37	4	1	1	3	0	2	1	0	0	1	1	0	2	0	0	0	2	4	0	0	0	9	0	1	0	0	3	2	12,85000000000	0,02300000000	46,69400000000	39,54200000000	38,45100000000	50,31100000000	0,34600000000	34,46200000000	19,83400000000	7,23300000000	0,53000000000	0,69100000000	14,58200000000	4,86100000000	83,75262054510	3,03983228512	13,20754716980
Brumovice	146	98,63000000000	144	16	36	8	6	7	25	13	4	6	11	12	1	0	0	0	0	2	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	11,86000000000	0,91000000000	11,12700000000	39,46700000000	39,21200000000	47,09600000000	0,42000000000	39,74800000000	18,54400000000	5,17800000000	1,05000000000	0,63000000000	14,83600000000	6,08800000000	84,15492957750	3,87323943662	11,97183098590
Březová	204	98,53000000000	201	22	32	11	53	5	28	5	2	4	4	35	1	1	0	0	1	5	1	0	3	0	0	0	0	0	0	0	1	1	1	0	0	4	0	1	1	0	4	10	18,68000000000	0,37500000000	40,96000000000	38,60900000000	37,88600000000	49,73700000000	0,37500000000	33,90800000000	18,23000000000	6,00200000000	0,37500000000	0,90000000000	16,05400000000	4,27600000000	88,38028169010	2,11267605634	9,50704225352
Budišov nad Budišovkou	308	99,35000000000	306	70	49	25	30	13	26	22	2	12	18	39	4	1	0	0	1	2	0	0	1	0	1	2	2	1	0	2	1	2	2	2	5	6	1	0	2	0	1	0	12,81000000000	0,95300000000	11,94700000000	41,64700000000	39,88000000000	39,75500000000	1,08900000000	33,79900000000	16,47400000000	3,91400000000	0,40800000000	1,80400000000	15,31700000000	8,67900000000	85,97938144330	2,37113402062	11,64948453610
Boží Dar	55	96,36000000000	53	0	7	17	1	3	13	2	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	1	1	0	0	0	0	31,98000000000	4,66300000000	3,10900000000	38,95100000000	37,97900000000	37,30600000000	1,03600000000	23,83400000000	26,42500000000	17,09800000000	0,51800000000	2,07300000000	15,54400000000	6,21800000000	62,65060240960	10,84337349400	26,50602409640
Nové Hamry	74	100,00000000000	74	5	11	12	0	5	25	3	0	3	2	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26,15000000000	6,91800000000	6,60400000000	42,69800000000	41,95300000000	43,39600000000	0,62900000000	29,24500000000	25,47200000000	9,43400000000	0,94300000000	0,31400000000	13,20800000000	5,03100000000	75,78125000000	5,46875000000	18,75000000000
Čichalov	37	100,00000000000	37	17	7	2	0	1	1	3	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	28,03000000000	0,66200000000	1,32500000000	41,86000000000	39,21000000000	35,09900000000	1,98700000000	26,49000000000	9,93400000000	2,64900000000	0,66200000000	0,66200000000	15,89400000000	9,93400000000	91,66666666670	2,77777777778	5,55555555556
Skořice	34	100,00000000000	34	20	3	3	0	0	4	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15,74000000000	0,84700000000	4,23700000000	41,66900000000	40,49200000000	41,10200000000	0,00000000000	51,27100000000	10,16900000000	1,27100000000	0,00000000000	0,84700000000	14,83100000000	4,23700000000	90,65420560750	0,00000000000	9,34579439252
Otmarov	51	100,00000000000	51	0	2	3	26	0	7	5	2	1	0	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23,61000000000	0,37300000000	33,95500000000	36,08800000000	37,09400000000	51,11900000000	0,00000000000	29,47800000000	19,77600000000	5,59700000000	1,49300000000	0,00000000000	15,67200000000	3,73100000000	80,70175438600	4,38596491228	14,91228070180
Dolní Benešov	438	99,77000000000	436	31	115	37	66	11	62	38	11	23	12	30	0	2	0	1	2	0	0	0	5	0	0	0	0	1	0	0	3	1	0	1	0	2	0	6	2	0	2	2	12,76000000000	0,12100000000	40,28100000000	40,49600000000	39,05500000000	47,80900000000	0,41200000000	34,42300000000	21,25400000000	7,31100000000	0,58100000000	0,72600000000	15,68600000000	4,98700000000	87,13789107760	2,72305909618	10,13904982620
Dolní Lhota	241	98,33000000000	236	23	34	16	37	10	38	44	5	8	6	15	0	1	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	2	0	0	2	3	20,32000000000	1,96400000000	22,18200000000	41,48100000000	40,23100000000	52,58200000000	0,21800000000	24,43600000000	26,32700000000	16,14500000000	0,58200000000	0,50900000000	17,09100000000	3,78200000000	83,41968911920	5,18134715026	11,39896373060
Dvorce	23	100,00000000000	23	6	2	6	2	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	14,02000000000	6,52200000000	11,41300000000	44,14100000000	42,75800000000	47,28300000000	0,54300000000	39,13000000000	18,47800000000	4,89100000000	0,00000000000	0,00000000000	10,32600000000	2,71700000000	80,55555555560	6,94444444444	12,50000000000
Chvalčov	239	100,00000000000	239	22	32	17	45	7	32	21	15	9	21	18	4	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	5	0	0	2	0	0	2	18,31000000000	1,64900000000	21,13600000000	42,64700000000	40,81400000000	44,59400000000	3,54300000000	30,97100000000	21,25800000000	9,65200000000	0,42800000000	0,79400000000	13,19500000000	5,68100000000	76,87074829930	6,46258503401	16,66666666670
Háj ve Slezsku	571	99,47000000000	568	93	123	59	59	29	77	50	15	7	11	45	5	2	0	3	0	2	1	0	5	1	1	1	0	1	0	0	3	1	1	1	0	6	0	5	2	0	4	0	20,78000000000	0,73900000000	19,94500000000	43,18200000000	41,48800000000	47,95300000000	0,18500000000	25,54600000000	25,14600000000	14,80500000000	0,46200000000	0,76900000000	15,14300000000	3,78600000000	86,01036269430	3,40488527017	10,58475203550
Alojzov	42	100,00000000000	42	7	8	0	0	2	9	5	0	1	2	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	20,49000000000	6,52200000000	14,34800000000	45,18300000000	44,30200000000	54,78300000000	0,00000000000	38,69600000000	21,30400000000	12,60900000000	0,43500000000	0,00000000000	11,30400000000	4,78300000000	76,23762376240	3,96039603960	19,80198019800
Seloutky	84	96,43000000000	81	15	14	5	6	3	15	4	2	3	6	8	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	1	0	0	0	19,81000000000	0,20200000000	21,61600000000	40,86600000000	38,68500000000	45,45500000000	0,20200000000	26,66700000000	25,25300000000	10,10100000000	0,40400000000	0,40400000000	14,34300000000	5,25300000000	81,44329896910	4,63917525773	13,91752577320
Hlučín	1605	99,56000000000	1598	165	364	121	237	63	242	140	36	58	70	102	6	4	4	2	2	4	6	1	10	0	2	1	0	4	2	0	1	6	2	8	0	20	3	2	0	1	7	4	13,89000000000	0,26600000000	26,35600000000	41,57600000000	39,87600000000	45,41900000000	0,84100000000	31,66600000000	20,34900000000	9,14000000000	0,61100000000	0,76200000000	14,31300000000	5,05100000000	83,38569580480	4,52781371281	12,08649048240
Nýdek	229	100,00000000000	229	20	67	11	39	4	35	18	0	2	10	23	3	1	1	0	2	0	2	0	2	0	0	1	0	1	0	0	0	1	0	1	0	5	0	1	0	0	2	0	13,84000000000	2,11100000000	44,27100000000	41,79100000000	40,63200000000	49,24600000000	0,70400000000	29,69800000000	22,96500000000	7,78900000000	0,75400000000	0,95500000000	14,97500000000	4,02000000000	88,21989528800	2,74869109948	9,03141361257
Hněvošice	144	96,53000000000	139	5	9	20	45	4	23	13	3	7	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	16,88000000000	0,00000000000	56,10000000000	39,84800000000	38,29300000000	49,80000000000	0,30000000000	38,10000000000	20,40000000000	7,20000000000	1,10000000000	0,20000000000	15,90000000000	4,30000000000	81,61434977580	4,70852017937	13,67713004480
Holasovice	191	97,91000000000	187	20	40	13	9	5	45	16	2	6	9	22	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	11	0	0	1	0	0	2	16,89000000000	0,53100000000	20,71300000000	40,02900000000	38,55100000000	46,51000000000	0,37900000000	37,78500000000	19,49900000000	6,44900000000	0,91000000000	0,75900000000	16,16100000000	5,53900000000	86,11111111110	2,22222222222	11,66666666670
Pržno	157	100,00000000000	157	6	50	22	23	7	23	6	0	6	2	12	1	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	20,93000000000	2,11900000000	15,33800000000	39,11800000000	38,65800000000	41,77600000000	10,49400000000	27,14400000000	18,56700000000	9,18300000000	0,10100000000	0,50500000000	14,63200000000	5,24700000000	80,50847457630	4,80225988701	14,68926553670
Komorní Lhotka	152	100,00000000000	151	16	35	18	34	4	7	13	2	5	6	11	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	15,02000000000	3,36000000000	46,80000000000	43,52800000000	41,10000000000	45,04000000000	0,88000000000	28,32000000000	23,84000000000	9,28000000000	0,40000000000	0,72000000000	14,08000000000	3,52000000000	79,91631799160	5,23012552301	14,85355648540
Hrabyně	241	100,00000000000	240	26	52	15	34	9	40	21	5	4	13	21	1	1	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	9	0	0	2	0	0	1	25,03000000000	1,08300000000	21,91700000000	45,72800000000	45,44500000000	42,08300000000	0,33300000000	30,25000000000	20,08300000000	9,66700000000	0,50000000000	0,50000000000	9,33300000000	3,91700000000	85,96491228070	1,53508771930	12,50000000000
Hradec nad Moravicí	824	99,76000000000	821	82	138	60	175	39	128	64	21	25	29	60	2	0	1	2	0	12	2	1	2	0	1	0	2	4	0	0	2	4	0	4	0	11	0	2	0	0	4	4	18,71000000000	1,04100000000	23,17000000000	40,33600000000	39,14000000000	48,01200000000	0,20400000000	30,58300000000	22,52000000000	9,94100000000	0,63200000000	0,37200000000	16,09100000000	3,66000000000	84,72400513480	3,38040222507	11,89559264010
Chuchelná	166	96,64000000000	144	17	26	20	28	1	17	9	2	7	7	10	1	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	15,82000000000	0,22400000000	43,17700000000	41,86600000000	40,43000000000	48,62000000000	0,37300000000	34,60100000000	21,47700000000	8,79900000000	0,29800000000	0,67100000000	13,27400000000	4,99600000000	88,43416370110	1,95729537367	9,60854092527
Jakartovice	117	99,15000000000	116	21	30	2	10	1	21	10	4	1	5	11	1	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	13,88000000000	3,62100000000	16,34200000000	40,98000000000	39,22400000000	38,53300000000	5,29200000000	33,14800000000	15,97000000000	2,22800000000	0,46400000000	1,67100000000	12,16300000000	7,61400000000	86,01823708210	1,82370820669	12,15805471120
Janovice	314	99,36000000000	312	46	51	27	41	10	38	35	4	13	9	38	1	0	0	3	0	4	0	1	2	0	10	0	0	0	0	0	5	2	0	4	0	1	2	0	1	0	2	0	20,55000000000	1,26600000000	23,84000000000	41,34700000000	39,81800000000	46,30800000000	0,21100000000	30,48500000000	22,09900000000	10,23200000000	0,63300000000	0,52700000000	15,87600000000	4,21900000000	83,13253012050	3,74832663989	13,11914323960
Košařiska	34	100,00000000000	34	3	8	2	8	0	6	4	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11,56000000000	5,08500000000	43,50300000000	39,55100000000	37,63300000000	47,74000000000	0,84700000000	30,79100000000	20,62100000000	6,21500000000	0,00000000000	1,13000000000	14,68900000000	4,52000000000	83,89261744970	4,02684563758	12,08053691280
Kobeřice	315	99,37000000000	313	19	52	19	79	12	41	17	8	29	15	22	1	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	8	0	2	1	0	0	0	11,83000000000	0,65200000000	55,46200000000	38,93200000000	37,47100000000	51,11700000000	0,34100000000	35,84700000000	18,65300000000	7,41800000000	0,62100000000	0,59000000000	16,51100000000	5,86600000000	82,73062730630	3,83763837638	13,43173431730
Milíkov	113	100,00000000000	113	5	24	2	34	5	12	7	0	5	2	17	2	2	0	2	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	10,72000000000	0,54900000000	54,19600000000	40,06800000000	38,20600000000	50,35300000000	0,70600000000	32,39200000000	19,37300000000	5,72500000000	0,31400000000	0,78400000000	17,02000000000	3,84300000000	91,96078431370	1,76470588235	6,27450980392
Kravaře	624	98,71000000000	613	29	102	67	137	34	87	63	11	14	21	48	3	0	0	6	0	2	1	0	1	1	9	0	1	1	0	0	1	3	0	2	0	6	2	0	1	1	4	3	11,33000000000	0,25900000000	44,49000000000	40,33100000000	39,09800000000	48,78200000000	0,42600000000	36,97100000000	19,25400000000	6,92500000000	0,82200000000	1,14200000000	15,06800000000	6,39300000000	80,13468013470	5,08791619903	14,77740366630
Doňov	27	100,00000000000	27	2	4	1	3	0	7	4	0	0	0	6	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40,91000000000	0,00000000000	20,25300000000	42,74100000000	40,96500000000	41,77200000000	0,00000000000	34,17700000000	20,25300000000	1,26600000000	0,00000000000	0,00000000000	12,65800000000	1,26600000000	75,86206896550	0,00000000000	24,13793103450
Pleše	43	100,00000000000	43	8	10	6	4	1	6	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	25,90000000000	0,00000000000	17,68000000000	44,36700000000	45,28500000000	45,30400000000	0,55200000000	39,77900000000	17,68000000000	8,84000000000	1,65700000000	0,00000000000	12,70700000000	4,42000000000	75,34246575340	5,47945205479	19,17808219180
Újezdec	14	100,00000000000	14	0	3	2	1	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22,22000000000	0,00000000000	12,90300000000	46,46800000000	45,76500000000	59,67700000000	0,00000000000	29,03200000000	37,09700000000	6,45200000000	0,00000000000	0,00000000000	3,22600000000	8,06500000000	90,32258064520	3,22580645161	6,45161290323
Višňová	19	100,00000000000	19	0	3	4	1	1	4	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31,67000000000	0,00000000000	20,00000000000	45,80000000000	45,29500000000	54,28600000000	0,00000000000	45,71400000000	15,71400000000	2,85700000000	1,42900000000	0,00000000000	10,00000000000	2,85700000000	75,86206896550	0,00000000000	24,13793103450
Záhoří	20	100,00000000000	20	3	1	3	0	0	7	0	0	1	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21,74000000000	0,00000000000	8,87100000000	38,34700000000	38,54400000000	42,74200000000	0,00000000000	36,29000000000	22,58100000000	4,03200000000	0,00000000000	0,00000000000	12,90300000000	0,00000000000	77,04918032790	4,91803278689	18,03278688520
Peč	42	100,00000000000	42	6	10	0	6	7	4	0	2	2	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	12,39000000000	0,49300000000	12,80800000000	38,13500000000	36,52300000000	45,32000000000	0,49300000000	40,39400000000	14,28600000000	2,95600000000	0,49300000000	0,49300000000	14,03900000000	5,17200000000	85,36585365850	1,21951219512	13,41463414630
Březina	18	100,00000000000	18	0	1	4	6	0	3	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,38000000000	0,00000000000	29,63000000000	49,10700000000	47,54300000000	51,85200000000	0,00000000000	40,00000000000	16,29600000000	7,40700000000	0,00000000000	0,74100000000	9,63000000000	2,96300000000	94,82758620690	3,44827586207	1,72413793103
Ratiboř	31	96,77000000000	30	4	14	3	0	2	4	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18,24000000000	0,00000000000	7,02700000000	45,14300000000	42,35100000000	54,59500000000	1,62200000000	32,43200000000	18,37800000000	8,10800000000	0,54100000000	0,00000000000	10,81100000000	4,32400000000	71,87500000000	3,12500000000	25,00000000000
Litultovice	119	98,32000000000	117	20	15	9	28	1	18	13	3	0	3	7	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	16,93000000000	1,34000000000	20,34100000000	38,85700000000	36,33000000000	45,92000000000	0,12200000000	33,86100000000	20,70600000000	6,33400000000	0,60900000000	0,48700000000	17,05200000000	4,26300000000	88,75000000000	1,87500000000	9,37500000000
Ludgeřovice	580	99,14000000000	574	35	129	39	91	19	98	81	12	12	19	39	2	1	0	1	1	0	2	0	5	0	1	1	2	2	0	0	1	1	1	4	0	7	0	0	2	0	2	3	14,67000000000	0,15100000000	34,81700000000	42,33400000000	40,66900000000	49,01100000000	0,36600000000	31,67700000000	21,80600000000	9,39800000000	0,66700000000	0,68800000000	14,19400000000	4,64500000000	81,89216683620	5,54425228891	12,56358087490
Roseč	26	100,00000000000	26	0	4	6	5	4	0	3	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15,48000000000	0,00000000000	10,09600000000	37,82700000000	36,36300000000	38,94200000000	0,00000000000	34,61500000000	19,23100000000	6,25000000000	1,44200000000	0,96200000000	11,05800000000	6,73100000000	72,72727272730	0,00000000000	27,27272727270
Markvartovice	192	99,48000000000	191	17	44	13	40	4	27	22	2	2	10	10	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	12,24000000000	0,32900000000	39,04700000000	40,01800000000	37,98800000000	47,59000000000	0,71200000000	32,36600000000	21,74200000000	6,95500000000	0,60200000000	0,60200000000	16,64800000000	4,49100000000	82,51295336790	5,31088082902	12,17616580310
Melč	75	100,00000000000	74	12	18	2	5	2	19	2	0	0	1	13	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	1	14,65000000000	4,47500000000	18,51900000000	40,34200000000	37,27800000000	37,19100000000	1,23500000000	35,49400000000	15,12300000000	3,39500000000	0,30900000000	0,46300000000	17,28400000000	4,78400000000	89,56521739130	0,00000000000	10,43478260870
Střížovice	63	100,00000000000	63	6	14	10	7	4	11	3	0	1	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12,80000000000	0,35800000000	11,09100000000	40,54500000000	39,22800000000	39,35600000000	0,53700000000	35,06300000000	17,35200000000	2,68300000000	0,17900000000	1,61000000000	13,95300000000	5,54600000000	91,46341463410	0,81300813008	7,72357723577
Kostelní Vydří	47	100,00000000000	47	0	8	7	18	1	6	0	0	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30,32000000000	4,09400000000	36,25700000000	40,75700000000	38,78900000000	44,44400000000	0,00000000000	40,93600000000	16,95900000000	6,43300000000	0,00000000000	0,00000000000	13,45000000000	10,52600000000	92,64705882350	0,00000000000	7,35294117647
Mokré Lazce	204	98,04000000000	200	18	35	21	37	10	26	28	2	8	3	12	1	0	0	0	0	2	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	22,17000000000	0,18400000000	28,26900000000	40,40300000000	38,74000000000	49,63200000000	0,09200000000	30,75500000000	24,30900000000	12,15500000000	0,27600000000	0,36800000000	15,37800000000	2,67000000000	84,56913827660	4,20841683367	11,22244488980
Lužnice	60	90,00000000000	54	10	2	12	3	3	13	1	4	1	0	5	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	16,95000000000	0,47800000000	11,24400000000	40,07900000000	38,68000000000	44,97600000000	0,23900000000	28,70800000000	22,48800000000	7,17700000000	0,47800000000	0,95700000000	15,07200000000	4,06700000000	83,62573099420	4,09356725146	12,28070175440
Záblatí	20	90,00000000000	18	0	0	5	4	0	4	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	29,41000000000	0,00000000000	22,22200000000	45,00000000000	44,27800000000	36,11100000000	0,00000000000	33,33300000000	20,83300000000	8,33300000000	0,00000000000	0,00000000000	13,88900000000	5,55600000000	65,51724137930	3,44827586207	31,03448275860
Plavsko	74	98,65000000000	73	9	17	20	2	3	9	2	1	4	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	19,37000000000	0,22700000000	8,39000000000	41,83400000000	41,19700000000	43,53700000000	0,45400000000	34,01400000000	24,26300000000	4,76200000000	0,68000000000	0,68000000000	16,78000000000	7,25600000000	78,19148936170	2,65957446809	19,14893617020
Kostelní Radouň	40	97,50000000000	39	7	6	5	0	0	7	6	0	4	1	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15,87000000000	0,00000000000	17,86900000000	41,64100000000	42,11600000000	48,11000000000	0,00000000000	34,36400000000	22,68000000000	5,49800000000	0,00000000000	0,68700000000	16,49500000000	4,12400000000	84,03361344540	3,36134453782	12,60504201680
Červený Hrádek	34	100,00000000000	34	4	5	0	9	0	4	1	0	0	3	8	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	20,48000000000	0,00000000000	35,31900000000	39,44000000000	38,65200000000	47,23400000000	0,42600000000	35,74500000000	19,57400000000	6,38300000000	0,00000000000	0,42600000000	14,89400000000	5,53200000000	87,12871287130	2,97029702970	9,90099009901
Dvory nad Lužnicí	51	100,00000000000	51	8	7	2	7	2	7	5	0	3	2	8	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18,89000000000	0,30100000000	20,78300000000	40,93700000000	40,35000000000	45,78300000000	0,30100000000	34,33700000000	22,59000000000	5,72300000000	0,90400000000	1,50600000000	11,44600000000	5,12000000000	87,11656441720	0,61349693252	12,26993865030
Cep	32	100,00000000000	32	7	3	5	1	3	6	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19,63000000000	0,58800000000	6,47100000000	41,34700000000	40,44700000000	40,58800000000	0,58800000000	42,94100000000	17,05900000000	2,94100000000	0,58800000000	0,00000000000	11,76500000000	5,88200000000	77,46478873240	2,81690140845	19,71830985920
Arneštovice	20	100,00000000000	20	0	6	2	2	2	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	27,03000000000	0,00000000000	31,81800000000	43,60200000000	45,15900000000	54,54500000000	0,00000000000	39,77300000000	18,18200000000	11,36400000000	0,00000000000	0,00000000000	13,63600000000	4,54500000000	85,00000000000	5,00000000000	10,00000000000
Bořetín	38	100,00000000000	38	2	5	3	2	1	10	0	0	6	2	7	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	43,68000000000	0,00000000000	14,85100000000	39,87600000000	37,25000000000	51,48500000000	0,00000000000	27,72300000000	18,81200000000	8,91100000000	0,00000000000	0,00000000000	19,80200000000	6,93100000000	76,31578947370	2,63157894737	21,05263157890
Oldřišov	96	100,00000000000	96	5	18	13	15	6	14	8	2	2	8	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8,87000000000	0,22900000000	43,78300000000	39,08300000000	37,62800000000	47,21600000000	0,30500000000	35,16400000000	17,39100000000	5,64500000000	0,76300000000	1,14400000000	16,47600000000	4,65300000000	82,52788104090	2,78810408922	14,68401486990
Otice	159	98,11000000000	156	9	21	14	20	7	35	11	4	12	8	15	0	0	0	1	0	4	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	14,02000000000	0,22900000000	19,98500000000	39,99500000000	38,50900000000	48,66500000000	0,38100000000	34,32500000000	24,33300000000	8,00900000000	1,14400000000	0,61000000000	14,26400000000	3,73800000000	81,78633975480	3,67775831874	14,53590192640
Předotice	76	100,00000000000	76	21	12	11	4	4	9	3	0	1	2	9	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	18,58000000000	2,61600000000	11,87100000000	40,95500000000	39,82400000000	42,85700000000	0,20100000000	29,37600000000	23,34000000000	5,03000000000	0,40200000000	0,60400000000	15,69400000000	4,62800000000	81,14285714290	4,57142857143	14,28571428570
