KSCM	CSSD	TOP	KDU	Pirati	ANO	ODS	SZ	Svob	Usvit	Ostatni	Nevolici	mimo_byty	verici	vek_prumer	vdani	vzdelani_zakladni	vzdelani_stredni	vzdelani_maturita	vzdelani_vysoka	prac_studenti	nikdy_nezamestnani	studenti	nezamestnani	zamestnani	podnikatele	osvc
25	21	34	48	9	18	9	2	4	1	15	1032	0.317	19.762	40.319	47.063	0.238	34.286	23.413	5.794	0.079	0.317	17.54	4.444	91.865	2.183	5.952
21	22	29	12	7	25	15	9	16	3	7	911	0.347	10.33	39.124	43.49	0	36.372	19.358	8.16	0.434	0.521	12.587	2.951	80.819	5.028	14.153
1	4	7	5	1	8	0	0	3	2	1	61	0	25.333	43.087	57.333	0	24	37.333	6.667	1.333	0	12	2.667	90.909	6.061	3.030
15	9	16	4	2	15	6	9	2	4	9	438	1.246	8.541	38.039	42.705	0.712	32.918	20.463	6.584	0.178	0.356	13.879	4.626	80.851	2.128	17.021
15	24	25	13	7	26	11	4	8	13	26	1289	0.179	7.151	44.607	39.869	0.298	30.751	17.402	3.516	0.417	0.834	14.303	4.41	81.228	2.456	16.316
53	33	63	12	19	88	42	16	26	20	36	2605	1.074	7.914	40.549	42.853	0.46	31.534	23.252	7.27	0.552	1.104	13.436	5.153	81.113	4.026	14.861
4	5	9	5	0	17	3	1	3	4	9	412	1.684	11.368	41.776	46.105	0.421	40	21.053	3.579	0.211	0.842	13.263	4.211	86.321	2.358	11.321
7	18	19	7	4	19	12	3	3	1	15	748	0.95	6.838	40.526	49.953	0.095	33.048	21.178	6.838	0.665	0.665	14.435	3.324	83.632	3.139	13.229
3	3	6	0	1	11	6	1	3	1	0	158	0	21.143	42.237	46.857	0	36.571	26.857	4	0	0	15.429	5.714	79.104	5.970	14.925
10	16	6	1	2	16	5	1	5	1	8	439	1.765	8.824	43.923	49.608	0.588	36.471	19.216	1.765	0.784	0.98	13.725	5.294	90.286	0.571	9.143
10	17	11	2	8	28	13	2	4	6	12	776	0.22	10.793	42.599	49.559	0.33	41.079	18.172	4.295	0.551	0.551	12.665	4.515	78.042	2.116	19.841
5	4	0	1	2	1	1	0	0	3	5	70	0	43.373	47.922	56.627	0	38.554	15.663	1.205	0	0	14.458	3.614	82.759	0.000	17.241
3	7	8	5	3	16	5	1	2	1	5	419	0.309	5.1	39.753	53.787	0.309	28.284	31.221	4.791	0.464	0.618	12.674	4.791	85.948	3.268	10.784
2	3	0	0	2	9	1	2	0	0	5	83	19.388	5.102	41.531	46.939	0	36.735	13.265	4.082	1.02	0	13.265	5.102	87.500	2.500	10.000
10	7	8	3	4	11	2	0	1	6	5	419	0.541	12.252	41.363	44.324	0	37.477	18.198	4.144	0.541	0.541	14.054	3.063	79.358	3.211	17.431
14	3	7	1	1	13	17	1	6	7	4	391	2.469	7.613	37.898	43.004	0.206	31.481	22.016	6.379	0.823	0.206	17.078	4.527	83.254	0.957	15.789
2	5	12	2	1	11	7	1	5	5	10	438	2.004	8.197	42.361	41.348	0	29.508	23.315	6.74	0.546	0.546	14.936	5.282	78.112	2.146	19.742
16	8	9	12	3	6	5	3	5	5	10	481	0.51	5.782	42.752	48.639	0	35.714	22.959	4.762	0.51	0.68	11.565	3.741	84.942	2.317	12.741
9	12	13	0	11	19	9	7	4	2	13	635	1.06	7.105	39.462	41.039	0.742	31.707	20.361	4.984	0.53	0.424	11.771	4.242	85.644	3.465	10.891
1	5	2	1	0	11	5	0	0	3	2	268	0.673	7.071	40.345	38.047	1.01	34.007	22.559	2.694	1.01	0.337	11.448	4.714	79.699	3.759	16.541
26	39	60	5	18	58	30	4	5	13	28	1548	2.032	5.508	41.199	41.818	0.267	30	25.187	8.449	0.535	0.856	13.262	5.722	76.923	5.422	17.654
6	10	37	2	5	26	13	1	10	2	9	618	0.358	5.251	36.464	47.136	0.358	20.286	27.208	14.558	0.597	0.358	14.916	3.699	68.608	15.696	15.696
1	13	8	0	5	11	1	0	3	0	2	254	0	6.109	37.987	44.051	0.322	29.904	21.865	4.823	0.322	0.965	15.434	2.572	82.963	5.185	11.852
3	5	10	1	0	13	2	0	3	5	6	243	0	9.333	41.119	45.667	0.333	38.667	14	4.333	1	1.333	11.667	7	87.069	4.310	8.621
2	9	12	1	0	4	1	0	1	0	1	75	0	7.692	45.985	53.846	0	40.385	10.577	3.846	0	0.962	8.654	3.846	78.571	0.000	21.429
16	12	28	1	5	37	9	1	5	5	17	602	1.146	5.731	40.025	46.418	0.287	33.381	24.355	6.59	0.143	0.287	14.183	3.438	75.719	7.348	16.933
2	5	14	3	5	8	2	3	4	0	4	356	0.659	9.67	37.748	40.879	0	34.286	21.319	6.593	0.22	0.659	13.846	6.813	76.289	5.155	18.557
8	19	8	7	3	17	2	0	3	29	7	532	0.304	5.936	41.005	49.315	0.457	35.616	24.81	3.501	0.761	0.609	15.068	4.262	84.452	3.534	12.014
1	5	3	2	3	9	5	0	1	4	9	313	0.258	5.412	36.691	39.948	0	30.928	16.753	4.124	0.773	1.804	18.299	6.701	80.795	3.311	15.894
5	1	16	0	0	14	0	2	1	1	3	246	11.565	4.422	39.579	43.878	0.68	31.293	18.027	9.864	0.68	0	14.286	3.741	80.315	5.512	14.173
8	6	4	1	0	8	0	0	0	0	6	243	3.448	3.793	41.126	43.448	1.379	36.207	21.034	3.793	0	0.69	13.103	4.483	81.102	3.937	14.961
2	0	3	0	0	5	1	0	0	1	4	121	6.757	4.054	41.051	40.541	0	25	27.027	7.432	1.351	0	10.135	5.405	67.164	10.448	22.388
11	8	8	1	7	17	2	1	2	4	6	369	0.233	8.14	45.131	47.209	0.465	34.884	27.907	4.419	0.233	1.628	13.023	5.116	79.781	2.732	17.486
2	6	43	9	10	45	5	5	13	0	9	596	8.778	8.304	34.391	51.127	0.119	19.81	22.539	16.489	0.949	0.474	15.065	3.203	70.157	5.759	24.084
14	18	61	7	13	49	9	13	16	4	21	1096	0	8.449	34.65	47.194	0.181	18.648	23.295	16.838	0.543	0.604	12.674	3.681	71.963	6.542	21.495
16	12	31	6	6	20	13	4	14	1	18	564	2.073	12.073	40.746	43.415	0.122	27.439	25.366	10.122	0.244	0.488	15	4.146	70.482	7.831	21.687
237	303	554	130	167	490	249	126	169	63	188	13307	0.85	8.804	40.069	42.829	0.331	23.852	26.247	12.539	0.696	0.593	12.494	3.307	80.820	3.947	15.234
7	9	26	3	4	19	6	2	6	5	4	514	0	6.116	39.08	43.884	0	30.734	24.312	7.645	1.07	0.459	13.761	2.446	77.316	4.792	17.891
8	6	6	0	2	31	0	1	3	3	6	307	16.304	3.533	41.073	44.293	0.543	34.783	18.75	5.163	0	1.087	15.761	4.891	82.000	4.000	14.000
157	211	436	91	110	324	211	106	83	47	134	8871	1.685	8.562	39.585	43.856	0.185	25.99	25.232	12.051	0.565	0.615	12.911	3.464	83.116	3.013	13.871
4	10	25	6	12	33	13	5	6	4	12	466	0.948	10.269	38.525	46.919	0.474	24.171	22.907	15.956	1.106	0.316	17.22	1.738	72.759	10.000	17.241
2	5	18	0	2	15	4	4	1	1	7	441	0	5.714	38.099	42.449	0.408	31.02	19.592	8.776	0.816	0.408	14.082	6.531	74.892	8.225	16.883
9	11	35	2	16	52	8	4	5	1	3	643	0.098	9.073	37.802	46.244	0	23.22	21.854	12.293	0.78	0.39	12.878	2.732	71.330	8.028	20.642
0	2	3	0	0	2	1	2	0	1	4	82	10	4	41.419	43	0	43	16	1	1	0	12	4	76.923	5.769	17.308
7	13	22	5	11	24	7	2	1	7	8	529	1.469	9.18	39.433	40.636	0.245	27.417	24.847	9.914	0.367	0.612	12.24	2.448	82.990	4.897	12.113
12	25	30	9	7	32	14	9	14	10	12	738	2.944	7.208	36.464	46.193	0.508	21.523	25.178	15.939	1.015	0.203	13.909	3.046	73.154	8.501	18.345
22	28	99	10	15	69	29	11	30	11	22	1538	1.186	7.751	36.536	46.082	0	21.389	24.1	14.655	1.059	0.424	15.925	3.685	70.532	7.985	21.483
5	3	31	12	9	30	14	3	14	1	1	552	10.898	10.162	36.916	42.121	0	28.424	22.386	11.929	0.589	0.147	15.464	4.124	71.014	6.884	22.101
19	51	99	17	25	42	23	22	23	4	19	989	2.59	11.799	38.478	45.899	0	16.835	23.381	26.187	1.151	0.36	11.871	2.662	77.743	5.100	17.156
12	14	47	12	7	24	11	6	7	4	14	592	1.059	10.01	39.647	38.017	0.096	19.923	17.517	15.592	0.385	0.289	12.416	2.214	76.031	7.990	15.979
25	21	129	6	22	71	51	17	34	9	33	1790	3.476	7.938	36.904	43.365	0.079	24.21	25.197	12.559	0.711	0.395	14.534	2.37	76.227	5.076	18.697
2	0	10	3	0	13	0	4	4	0	1	195	10.222	8.889	37.79	39.111	0	30.667	23.556	6.222	0.444	0.444	12.889	5.333	69.388	5.102	25.510
40	66	237	27	43	136	62	42	64	9	42	3122	4.961	7.89	38.165	44.815	0.165	23.766	23.86	15.332	1.087	0.496	15.686	2.929	74.610	5.827	19.563
43	30	156	20	39	77	41	36	43	9	39	2225	0.541	8.402	36.914	42.584	0.064	21.006	25.939	15.754	0.891	0.7	13.017	3.119	77.552	4.868	17.579
5	3	8	1	2	11	0	4	2	1	1	253	0.483	7.005	37.258	37.681	0	31.884	18.841	5.556	0.242	0.966	11.353	3.865	75.625	8.125	16.250
13	10	17	0	10	26	7	1	5	1	6	583	2.901	5.801	38.772	42.68	0.691	32.597	21.271	5.249	0.552	0.967	13.398	4.006	81.046	5.229	13.725
18	12	25	0	3	28	8	0	9	0	12	601	0.405	6.748	41.462	45.614	0.405	34.953	19.703	5.263	0.54	0.675	12.821	4.993	78.361	2.623	19.016
5	5	28	13	10	29	19	3	13	1	10	468	4.631	10.635	40.352	49.228	0	30.703	22.985	10.635	0.858	0.686	15.266	3.431	65.950	8.244	25.806
8	6	2	0	2	6	9	2	5	5	5	258	0	7.911	41.272	47.152	0.316	34.494	22.785	5.063	0.633	0.316	14.241	3.165	82.979	2.837	14.184
3	2	9	0	3	5	8	2	1	3	6	160	1.01	18.182	39.5	45.455	0	23.232	31.313	10.101	2.02	0	14.141	2.02	77.551	9.184	13.265
7	11	62	10	10	42	26	5	9	7	12	923	7.527	9.76	36.499	44.169	0	21.836	24.4	14.392	1.323	0.414	13.317	3.143	71.171	6.486	22.342
31	23	24	16	6	61	13	3	8	11	18	1350	0.719	5.21	41.045	42.934	0.778	31.078	17.186	5.629	0.778	1.018	14.192	3.952	85.294	3.268	11.438
24	27	95	5	28	67	71	14	32	7	33	1690	0.408	9.515	36.768	44.404	0.136	21.251	22.7	15.813	0.725	1.133	14.318	3.715	74.277	7.876	17.846
5	12	88	6	20	48	19	11	22	0	26	746	5.579	6	38.015	45.579	0.211	21.789	24.947	17.158	0.737	0.842	11.053	4.211	70.343	7.843	21.814
9	8	10	0	5	7	5	2	8	2	16	266	0.318	5.414	40.965	47.771	0.318	29.936	27.07	10.191	0.637	0.955	13.694	4.459	77.692	4.615	17.692
24	21	76	7	28	55	14	13	24	4	23	1297	0.426	5.907	39.288	41.937	0.213	23.896	24.8	11.389	0.585	0.373	14.263	3.034	77.765	5.294	16.941
4	9	45	7	17	33	13	14	13	2	16	855	5.481	9.022	39.794	46.543	0	25.885	24.368	12.142	0.843	0.759	13.491	2.361	78.286	4.381	17.333
36	51	196	48	31	123	46	44	59	10	51	2472	5.629	11.132	38.891	46.541	0.189	20.503	25.44	16.447	0.786	0.503	14.277	3.333	72.847	6.277	20.876
18	15	37	5	10	21	12	6	11	9	10	786	4.736	10.87	37.963	44.41	0.311	25.699	19.099	6.444	0.854	0.543	11.413	2.484	83.460	3.042	13.498
12	16	31	2	10	33	25	4	17	8	16	877	0.637	7.006	35.081	44.666	0.08	23.01	22.85	11.943	0.717	0.637	10.669	4.379	75.043	3.270	21.687
25	27	108	21	21	89	30	17	22	3	27	1628	4.007	8.971	38.001	44.536	0.364	23.361	25.228	12.523	0.683	0.364	14.435	2.778	70.208	7.813	21.979
26	28	85	13	9	58	21	9	27	1	20	1488	0.554	8.541	33.418	43.906	0.046	20.083	25.762	13.85	0.785	0.277	13.066	2.308	82.588	4.086	13.327
7	2	30	2	5	20	10	6	8	0	14	661	0.445	6.973	32.374	40.801	0.297	23.442	26.706	11.128	0.89	0.593	13.947	2.671	76.437	2.874	20.690
8	5	22	9	5	29	7	2	2	2	12	342	2.689	7.09	42.74	48.166	0	24.45	29.584	13.447	0.244	0.978	13.447	3.423	72.396	5.208	22.396
116	111	174	34	73	138	64	39	57	28	70	4240	1.433	6.707	38.326	42.718	0.212	25.252	26.898	11.892	0.956	0.637	12.635	3.592	84.482	2.506	13.011
15	27	74	43	11	50	12	16	15	5	34	1078	3.719	12.421	39.988	43.719	0.281	28.14	22.386	13.684	0.842	0.702	12.912	3.158	75.196	4.867	19.937
24	19	30	8	4	43	11	4	8	2	25	1087	0.068	6.906	39.684	35.613	1.151	23.494	18.416	6.703	0.609	1.151	16.046	6.093	76.797	9.035	14.168
7	7	20	5	8	16	17	5	6	2	7	417	3.276	7.644	42.109	42.59	0.312	27.613	21.217	11.388	1.248	1.092	13.573	3.432	75.385	6.154	18.462
3	4	16	6	2	13	5	4	5	0	7	372	1.471	5.882	39.297	47.269	0	28.571	26.261	9.664	1.471	0.63	12.605	2.941	75.546	6.550	17.904
8	3	16	2	3	14	2	2	1	5	11	424	1.773	6.383	40.984	49.291	0	36.879	18.617	6.56	0.177	0.709	14.539	4.078	84.211	2.024	13.765
0	3	1	0	0	9	0	0	0	0	5	167	1.288	2.575	36.277	45.494	0	36.91	17.167	2.146	0.429	0.858	14.592	5.15	75.490	3.922	20.588
9	7	22	1	3	15	19	6	3	7	11	606	6.084	7.965	33.41	44.469	0.442	22.013	27.212	13.385	1.327	0.885	15.708	4.093	77.184	5.340	17.476
1	10	37	4	7	32	5	7	6	2	13	537	1.439	5.18	35.133	49.209	0	22.734	24.46	11.942	0.719	0.432	15.396	4.46	73.273	6.607	20.120
0	1	0	0	0	5	0	1	5	0	5	134	5.357	2.976	38.302	44.643	0.595	32.738	16.667	7.143	0.595	0.595	17.262	5.952	79.710	4.348	15.942
15	15	59	6	14	50	44	9	20	7	13	952	0.481	7.372	38.703	45.833	0.16	22.516	24.599	16.587	0.801	0.561	13.221	3.045	75.424	6.441	18.136
11	25	85	17	13	45	30	16	37	5	18	1308	3.326	9.289	38.673	44.037	0.516	24.713	24.599	12.385	0.917	0.401	15.08	3.498	75.736	5.330	18.934
7	6	20	2	3	17	16	4	10	0	6	277	8.434	8.735	38.214	46.386	1.205	26.205	27.711	13.855	2.711	0	11.446	3.614	69.697	2.424	27.879
10	12	34	4	12	24	22	6	2	3	19	616	0.755	9.811	38.78	45.409	0.252	26.541	23.899	11.95	0.755	0.377	14.34	3.145	69.146	9.366	21.488
6	7	16	3	1	15	12	4	7	4	3	348	6.604	4.717	41.873	44.811	0.236	29.481	24.528	11.085	1.651	0.708	15.094	5.189	68.675	6.024	25.301
130	209	898	156	188	525	232	191	225	33	172	10899	1.328	9.984	39.405	43.226	0.121	20.617	25.723	17.089	1.043	0.586	13.89	2.971	73.932	6.603	19.465
5	20	22	43	14	38	2	2	12	5	6	1018	0.416	31.697	41.3	49.75	0.25	31.697	21.88	8.319	0.832	0.582	12.562	3.411	79.482	6.839	13.678
0	35	54	11	10	47	23	18	12	3	28	903	4.318	9.758	41.505	47.409	0.086	24.784	26.511	14.421	1.123	0.432	13.126	3.368	71.756	6.870	21.374
3	7	33	2	7	23	10	6	6	2	10	534	1.969	6.329	37.494	44.304	0	27.989	21.66	12.658	0.281	0.563	15.612	3.376	78.899	4.587	16.514
5	1	15	1	8	13	17	0	4	5	9	532	0.441	6.912	41.781	44.265	0.588	37.794	19.853	6.176	0.441	0.735	15.882	2.941	74.247	2.341	23.411
3	10	11	3	11	19	1	2	10	1	24	305	5.865	6.745	41.051	46.041	0	39.883	15.543	6.452	0.88	0.587	11.437	3.812	75.758	2.424	21.818
12	7	5	1	2	12	0	0	5	3	3	437	2.564	5.917	38.524	41.815	0.986	34.911	15.976	3.748	0.789	1.972	12.229	5.917	87.864	3.883	8.252
19	25	83	16	14	86	30	19	24	8	19	1581	2.332	9.472	37.78	43.598	0.381	25.036	24.322	12.851	0.952	0.286	14.612	2.856	74.051	4.641	21.308
2	4	2	0	1	5	1	0	2	1	4	155	2.857	5.714	39.356	40.571	1.714	34.286	20	2.286	0	1.143	11.429	10.857	75.676	5.405	18.919
11	11	31	3	4	22	8	1	4	0	10	551	6.667	4.296	38.678	44.741	0.148	31.111	20.741	9.481	0.741	0.444	15.852	3.556	72.500	5.357	22.143
21	10	84	5	17	72	27	9	26	6	20	1118	0.962	7.436	36.917	49.679	0	17.564	28.59	17.244	1.346	0.385	18.269	1.795	65.193	11.878	22.928
5	12	75	20	7	34	20	18	14	2	16	817	1.701	8.147	36.961	48.702	0.269	21.844	21.934	19.158	0.985	0.448	15.219	2.954	77.341	5.431	17.228
6	7	29	8	11	37	16	8	5	4	11	651	9.547	6.854	38.206	47.246	0.734	30.6	21.665	10.404	0.734	0.734	14.198	2.693	71.117	7.357	21.526
6	1	1	0	0	6	0	2	0	0	3	157	7.285	5.96	37.957	42.384	0.662	25.828	28.477	7.285	0.662	0	16.556	4.636	87.013	3.896	9.091
13	46	197	16	44	79	87	22	38	3	39	2215	0.948	9.624	34.693	44.951	0.207	16.375	24.519	21.646	1.392	0.326	15.694	2.458	74.252	7.668	18.080
22	25	63	13	6	50	26	10	13	4	18	1087	3.359	7.605	40.197	42.332	0.634	24.588	21.673	14.449	0.57	0.38	12.357	2.155	76.316	5.263	18.421
10	16	34	3	9	26	15	5	12	5	7	544	5.83	6.971	35.333	43.473	0	22.814	24.081	11.787	0.887	0.887	16.223	3.295	75.841	6.422	17.737
4	2	8	5	2	10	5	3	0	2	7	229	4.938	9.053	42.884	41.975	0.823	41.975	18.519	3.292	0.412	1.235	11.111	9.053	84.091	6.818	9.091
12	16	52	7	6	30	20	17	13	4	24	985	0.896	12.547	40.006	43.689	0.448	25.317	25.541	12.099	0.971	1.046	12.696	4.332	77.741	4.817	17.442
8	0	0	0	0	3	0	0	7	4	2	195	2.857	8.98	39.635	45.306	1.224	32.245	13.878	3.673	0	0.408	14.694	7.755	86.598	4.124	9.278
60	113	394	52	82	168	118	46	85	36	68	4246	0.605	8.704	39.624	45.141	0.164	21.466	26.162	17.163	0.785	0.491	13.793	2.7	76.453	5.051	18.496
4	13	41	4	5	41	15	10	21	7	21	860	1.879	3.758	40.072	43.006	0.104	34.134	20.668	7.829	1.357	0.313	14.405	2.401	77.582	4.396	18.022
3	3	8	4	1	10	1	0	3	5	3	211	1.413	9.187	37.336	39.223	0.707	31.095	19.788	9.894	0.353	1.06	16.961	3.18	79.675	5.691	14.634
17	42	107	11	21	75	50	18	26	7	28	1905	3.877	6.558	37.395	41.848	0.254	24.42	22.428	13.514	0.761	0.471	14.674	2.79	73.827	5.597	20.576
8	10	25	3	7	21	7	5	5	2	7	426	1.775	4.931	37.458	42.801	0.394	25.641	26.036	12.229	1.183	0.986	12.821	4.734	82.946	2.713	14.341
9	10	14	2	5	17	11	2	3	1	6	432	0.355	7.282	39.818	42.984	0.178	34.281	19.183	7.638	0.888	0	11.545	3.552	77.236	4.065	18.699
16	7	1	3	1	13	1	0	3	5	7	328	0	6.186	38.666	48.711	0.258	37.371	19.845	4.124	0.258	0.773	12.371	6.701	80.337	6.742	12.921
7	12	42	4	5	22	10	6	13	3	11	580	3.312	10.064	37.302	47.516	0	24.076	25.096	14.904	0.764	0.255	13.503	3.185	74.412	6.176	19.412
7	1	19	0	5	9	2	6	0	3	2	443	0.998	6.656	39.134	45.258	0	33.777	21.298	7.488	0.666	0.832	15.141	4.493	80.756	5.498	13.746
13	34	155	18	39	113	52	26	38	6	34	2069	7.667	8.961	34.84	45.602	0.166	17.259	22.901	18.022	0.896	0.398	15.4	2.755	71.518	7.121	21.362
32	22	182	27	24	129	38	40	38	5	33	2016	0.101	8.981	34.097	44.504	0.067	17.024	23.961	19.437	0.67	0.268	14.812	2.748	77.679	6.282	16.038
12	2	0	1	0	2	0	0	1	0	6	172	0.985	5.911	41.863	35.468	0	30.049	17.734	2.956	1.478	0.493	13.793	5.911	86.301	4.110	9.589
2	4	20	1	3	25	11	1	19	0	8	312	0	5.759	39.248	48.168	0.262	25.916	26.44	11.78	0.785	0.524	11.78	3.141	71.053	7.895	21.053
7	5	13	0	3	25	6	2	2	1	5	395	2.959	7.495	39.466	49.507	0.394	31.953	18.935	10.651	0.197	0.394	15.187	2.367	74.396	4.348	21.256
8	10	12	4	5	24	7	4	8	8	10	342	8.182	8.182	41.724	44.318	0	33.864	23.636	5	0	0.455	11.818	2.955	75.385	4.615	20.000
12	5	8	0	2	10	3	0	2	3	7	357	3.493	7.86	39.283	38.646	1.965	28.166	20.087	5.022	1.528	1.31	16.376	5.459	82.123	1.676	16.201
3	1	30	2	4	16	6	6	6	2	5	284	13.994	8.455	36.767	47.813	0.292	26.822	22.449	13.12	0.875	0.875	12.828	4.373	63.636	5.844	30.519
65	109	662	111	112	208	153	124	104	13	87	4967	3.154	13.885	39.382	45.802	0.117	16.324	24.325	23.857	1.007	0.467	16.572	2.482	68.887	8.106	23.007
3	5	14	5	3	13	6	4	0	0	4	227	0.365	12.409	41.164	45.62	1.825	33.212	21.168	7.664	2.19	0.365	13.504	3.285	77.165	1.575	21.260
19	14	42	10	9	50	5	7	8	5	20	784	11.179	7.927	40.802	43.902	0.407	31.606	21.341	9.146	0.407	0.813	12.907	2.846	72.059	4.902	23.039
27	24	75	11	13	65	36	17	13	7	23	1198	8.749	10.185	41.477	44.498	0.41	30.759	23.582	13.124	0.684	0.478	12.03	3.554	75.405	5.891	18.704
10	8	18	6	4	20	10	4	5	2	8	413	0.547	8.942	41.246	47.81	0	28.65	26.277	9.124	0.73	0.547	12.591	4.015	75.918	4.898	19.184
5	14	22	1	2	10	0	1	3	1	7	236	0	6.667	39.7	45	0.333	27.333	20.667	10	1	0	13	1.667	81.746	4.762	13.492
24	70	317	31	42	130	112	65	70	5	61	2612	1.76	12.845	39.149	42.111	0.088	18.065	24.663	20.587	1.202	0.528	16.804	2.757	72.316	6.617	21.067
22	17	33	5	14	29	7	10	6	5	19	661	1.671	6.205	38.247	42.124	0.477	30.549	20.764	8.592	0.358	0.955	14.558	3.819	83.379	2.725	13.896
39	40	265	24	47	133	46	42	51	11	26	2448	3.734	8.09	34.895	44.129	0.271	15.747	22.89	21.158	1.109	0.379	16.423	3.03	69.866	8.985	21.149
16	14	61	4	13	26	19	9	25	16	16	1138	0.06	6.329	33.605	41.531	0.06	19.53	23.207	17.902	0.964	0.362	9.705	2.291	85.881	2.334	11.785
30	43	179	25	37	111	67	34	37	8	32	2406	1.503	10.078	36.217	42.668	0.13	18.834	22.332	19.119	1.373	0.725	14.585	3.187	77.285	5.665	17.050
94	95	327	132	55	196	89	62	96	23	71	5455	0.815	9.472	37.504	42.741	0.195	18.993	25.535	18.41	0.985	0.401	14.579	2.821	76.981	5.690	17.329
35	30	102	12	18	60	32	12	24	16	33	1478	11.942	8.822	40.786	44.217	0.269	29.909	23.938	11.404	0.861	0.484	13.771	3.12	71.925	4.845	23.230
6	17	33	0	14	19	7	7	6	2	12	367	9.935	6.479	43.304	50.324	0.216	30.022	23.974	13.607	0.648	0	14.903	1.512	75.635	7.107	17.259
35	38	28	5	17	58	16	9	14	7	32	1810	0.38	8.974	41.21	45.109	0.475	31.766	23.742	8.12	0.902	0.285	13.818	4.511	80.655	3.700	15.645
4	2	21	0	3	14	6	4	10	2	2	274	0.265	10.053	36.725	44.709	0.794	30.952	19.841	8.201	0.265	0.265	16.667	3.704	70.988	4.321	24.691
2	14	41	4	4	21	13	8	2	5	4	584	0.234	10.89	38.004	46.604	0.234	25.995	24.005	12.529	0.703	0.585	10.539	3.513	78.934	5.330	15.736
17	16	93	12	28	73	22	7	33	10	23	1445	0.798	8.425	33.029	46.61	0.1	16.201	25.573	19.641	0.748	0.15	10.12	1.795	77.588	4.724	17.688
36	19	26	4	8	41	9	7	13	2	12	989	1.089	5.992	40.302	43.658	0.311	30.739	23.035	8.171	1.401	0.7	13.074	3.813	81.481	4.233	14.286
41	54	408	42	59	276	129	61	103	27	73	4990	0.76	8.233	33.893	45.399	0.144	14.775	24.528	21.814	0.708	0.249	15.482	2.176	71.154	9.918	18.929
53	48	166	33	48	134	44	68	51	13	108	3373	5.564	9.022	39.083	42.752	0.275	27.296	22.991	11.885	0.939	0.71	12.526	3.435	76.413	4.419	19.168
3	12	57	9	7	43	8	4	11	5	9	496	4.385	13.013	42.65	50.495	0	20.934	28.713	16.266	0.707	0.566	13.579	3.253	68.675	8.133	23.193
10	26	48	7	12	46	15	11	17	0	13	1057	0.211	5.638	36.093	43.834	0.211	24.383	22.34	15.363	0.775	0.352	11.346	2.255	83.876	3.395	12.730
16	19	23	6	10	35	9	17	5	4	16	1035	9.119	7.28	42.199	46.59	0.307	33.257	21.992	6.82	0.46	0.536	12.49	3.602	75.138	3.315	21.547
3	6	0	2	0	8	0	0	0	1	1	99	0	6.452	42.337	39.516	0	37.097	18.548	3.226	0.806	0.806	10.484	8.065	80.769	1.923	17.308
11	12	31	3	12	28	11	3	9	4	11	428	3.529	9.244	40.777	50.252	0.672	28.067	26.891	10.756	1.008	0.168	15.294	2.521	77.132	4.651	18.217
9	16	44	6	8	22	9	8	8	3	16	664	0.424	6.151	38.48	41.251	0.106	25.027	19.194	13.043	1.06	0.636	16.967	2.757	76.864	6.427	16.710
7	20	96	11	18	51	30	18	27	4	20	1010	4.403	9.588	37.56	44.46	0.213	20.668	25.568	18.111	1.065	0.426	15.128	2.77	72.086	6.442	21.472
41	71	160	17	34	78	51	44	30	9	41	2646	0.399	7.558	40.344	43.287	0.461	27.896	23.472	11.121	0.983	0.737	13.702	3.625	82.905	2.635	14.459
6	15	67	10	10	64	22	12	15	8	17	969	5.887	8.71	35.945	45.645	0.323	25	24.032	11.532	1.129	0.242	18.629	1.935	65.724	9.187	25.088
4	10	9	1	0	14	8	0	1	0	2	270	4.221	12.662	41.211	45.779	0.325	30.519	24.351	7.143	0	0.325	12.662	5.519	74.138	4.310	21.552
2	13	39	6	9	22	6	1	9	2	3	463	16.747	8.857	40.561	49.275	0	23.188	24.96	14.332	0.161	0.966	13.527	4.187	70.881	7.280	21.839
4	0	1	2	1	5	3	0	3	1	3	94	2.703	9.91	40.83	37.838	3.604	30.631	11.712	0.901	0	0.901	17.117	9.009	76.316	7.895	15.789
4	16	9	1	6	21	5	0	0	8	2	366	3.103	6.683	40.317	47.971	0.477	28.162	25.776	8.353	1.671	0.477	12.172	3.341	75.773	8.247	15.979
9	21	75	7	8	33	9	1	7	2	11	600	5.81	10.136	42.625	49.815	0.247	22.991	27.441	17.305	0.618	0.742	10.383	2.719	72.922	5.362	21.716
17	25	72	4	12	49	14	10	22	6	13	894	7.761	6.781	38.334	46.814	0.082	17.892	24.755	19.771	1.062	0.408	17.402	3.35	66.906	10.252	22.842
7	4	16	2	5	33	7	2	4	5	12	496	7.002	11.872	40.124	48.25	0.304	31.659	25.723	8.524	0.457	0.609	13.699	3.044	66.234	7.143	26.623
3	11	57	3	7	26	19	7	16	1	5	680	0.202	8.097	37.544	46.457	0.405	21.053	21.761	18.117	1.113	0.202	18.522	2.632	69.978	11.231	18.790
3	2	5	0	7	1	2	0	0	3	0	97	0.917	7.339	39.715	38.532	0	34.862	13.761	3.67	0.917	2.752	12.844	7.339	80.000	5.000	15.000
4	9	43	2	4	19	2	8	7	11	8	482	18.862	5.041	40.684	44.228	0.163	26.341	20.976	15.61	0.65	0.813	12.195	4.065	66.415	7.547	26.038
